100.000000,154,222,60
95.000000,146,217,60
90.250000,156,217,100
85.737500,145,168,102
81.450625,159,231,114
77.378094,150,182,120
73.509189,133,189,80
69.833730,151,203,75
66.342043,140,210,60
63.024941,148,196,75
59.873694,217,238,196
56.880009,168,196,144
54.036009,125,182,90
51.334208,178,203,154
48.767498,153,210,90
46.329123,165,196,115
44.012667,149,204,90
41.812034,152,203,105
39.721432,139,161,114
37.735360,129,182,95
35.848592,75,75,75
34.056163,75,75,75
32.353354,120,156,80
30.735687,119,133,80
29.198902,149,182,102
27.738957,133,182,80
26.352009,147,182,85
25.034409,108,140,90
23.782689,75,75,75
22.593554,75,75,75
21.463876,109,147,75
20.390683,99,133,60
19.371148,92,108,80
18.402591,107,138,75
17.482461,126,138,114
16.608338,90,96,84
15.777921,68,68,68
14.989025,75,75,75
14.239574,75,75,75
13.527595,92,92,92
12.851216,84,105,75
12.208655,86,90,80
11.598222,82,85,80
11.018311,74,84,64
10.467395,68,68,68
9.944026,68,68,68
9.446824,68,68,68
8.974483,84,84,84
8.525759,84,84,84
8.099471,84,84,84
7.694498,84,84,84
7.309773,84,84,84
6.944284,60,60,60
6.597070,75,75,75
6.267216,60,60,60
5.953856,60,60,60
5.656163,60,60,60
5.373355,60,60,60
5.104687,60,60,60
4.849453,60,60,60
4.606980,60,60,60
4.376631,60,60,60
4.157799,60,60,60
3.949909,60,60,60
3.752414,60,60,60
3.564793,60,60,60
3.386554,60,60,60
3.217226,60,60,60
3.056365,60,60,60
2.903546,60,60,60
2.758369,60,60,60
2.620451,60,60,60
2.489428,60,60,60
2.364957,64,64,64
2.246709,64,64,64
2.134373,64,64,64
2.027655,64,64,64
1.926272,64,64,64
1.829958,64,64,64
1.738460,64,64,64
1.651537,64,64,64
1.568961,64,64,64
1.490513,64,64,64
1.415987,64,64,64
1.345188,64,64,64
1.277928,64,64,64
1.214032,64,64,64
1.153330,64,64,64
1.095664,64,64,64
1.040880,64,64,64
